drug,LD,date,p53,chk2,atr,chk1,atx,dnapk,bok,bim
rosuvastatin,85,5/19/2016,0.297017995,0.681766461,0.46619179,-0.716732039,-2.629942377,1.479573409,1.959110613,1.029769895
rosuvastatin,91,5/19/2016,0.233439418,0.77444506,0.345537186,-0.629340503,-3.00003121,1.316379942,2.583456309,2.025691219
Veliparib,93,4/23/2016,4.910433177,6.046075241,1.048334766,-0.67738283,-1.739752472,1.466741696,0.277399389,2.089328073
Veliparib,88,4/24/2016,4.251348926,5.152135688,1.109136241,-0.915042749,-1.296638392,1.12575332,-0.096562739,1.833750096
Veliparib,92,4/24/2016,4.538997426,5.086932769,0.807299041,-1.599356457,-1.514673488,1.073758266,-0.261406913,1.851477475
Veliparib,83,4/26/2016,3.833755728,5.332302215,1.230695725,-0.742704739,-1.171896245,1.196708709,-0.263216587,1.706799883
Veliparib,90,4/26/2016,4.075817659,5.960889413,1.115253177,-0.85677963,-1.519335055,1.430999794,-0.180269973,1.700943355
Cabazitaxel,74,4/28/2016,0.684923382,-0.453225877,-0.121002585,-0.366831437,0.486808546,-0.14844612,-1.128122882,0.116597757
Cabazitaxel,82,4/28/2016,1.060235107,-0.549542399,-0.23907065,-0.307685921,0.617475314,-0.295585475,-1.339245862,-0.06909456
Cabazitaxel,90,4/29/2016,1.899481346,-0.501400534,-0.35271013,-1.018378529,0.319461347,,-0.947268035,0.091215529
Cabazitaxel,79,5/19/2016,2.415514177,-0.458646051,-0.269685137,-0.67738283,0.972590461,-0.525264279,-0.748053784,0.525796232
Cabazitaxel,93,5/19/2016,3.258217596,-0.532495081,-0.242560275,-0.561785881,0.949503893,-0.702569145,-0.987085452,0.320071726
PC12,89,5/7/2016,1.525823063,0.361424245,0.17939192,-0.343043369,-1.484560437,1.040536206,-0.957925003,0.743477433
PC12,92,5/7/2016,1.722306834,0.666399938,0.007072395,-0.924323394,-1.484560437,1.248675313,-0.96685846,0.451836402
PC12,72,5/20/2016,1.235735361,1.126323935,0.132227795,-0.499394018,-2.596683267,0.781090676,-0.252179934,0.396964441
PC12,83,5/20/2016,1.472881062,1.146230631,0.186479255,-0.652629894,-2.322436948,0.535215008,-0.46440813,0.419350129
PC12,92,5/20/2016,1.602345348,1.421980593,0.021217318,-0.713076195,-3.511201242,0.535215008,-0.866953761,0.720018053
PC12,67,5/18/2016,1.680421629,0.560949675,0.062930354,-0.447076774,-2.141885719,0.311962774,0.079702961,0.672806273
PC12,77,5/18/2016,2.081945151,0.714431089,0.229272447,-0.507523074,-2.184253685,0.414381795,0.066646572,1.027139263
PC12,89,5/18/2016,2.41701846,0.936396867,0.397362607,-0.592743017,-2.452904565,0.515451343,-0.155445694,1.120711086
MF2,70,5/7/2016,0.695253339,0.160724966,-0.250297032,-0.252584451,-0.202233562,-0.18076355,-0.703721629,0.277923333
MF2,88,5/7/2016,1.036268563,-0.045333486,-0.174543235,-0.30100158,-0.317640102,-0.085986741,-0.96685846,0.392503446
MF2,86,5/7/2016,1.346676135,0.238204097,-0.288924885,-0.741027892,-0.208925419,0.013070347,-1.615753361,0.731139882
